Farmer_ID,State,Land_Size,Income_Level,Crop,Irrigation,Soil_Type,Farmer_Type,Loan_Status,Weather_Risk,Farm_Experience,Recommended_Scheme
26275,MP,Large,Low,Cotton,No,Loamy,Marginal,No,Low,High,PMFBY
26276,MH,Medium,Medium,Maize,Yes,Black,Large,No,Low,Low,Farm Mechanization
26277,MH,Small,Medium,Cotton,Yes,Sandy,Small,Yes,Low,Low,KCC
26278,Punjab,Medium,Medium,Rice,No,Clay,Small,No,Low,Medium,Crop Insurance
26279,Punjab,Small,Low,Cotton,No,Clay,Large,No,High,High,PM-Kisan
26280,Punjab,Medium,Low,Cotton,No,Clay,Large,No,Low,Medium,Organic Farming
26281,MH,Small,High,Wheat,Yes,Loamy,Medium,Yes,Medium,Medium,KCC
26282,UP,Small,Medium,Soybean,Yes,Black,Large,No,Medium,High,Farm Mechanization
26283,Bihar,Small,Medium,Rice,No,Black,Marginal,Yes,High,High,PMFBY
26284,MP,Small,High,Cotton,Yes,Black,Small,Yes,Medium,Medium,KCC
26285,MP,Medium,Low,Rice,No,Sandy,Small,Yes,Medium,High,PMFBY
26286,MP,Large,Low,Rice,Yes,Loamy,Large,No,Low,Low,Soil Health Card
26287,Bihar,Small,High,Wheat,No,Sandy,Marginal,No,Medium,Medium,PMFBY
26288,MH,Medium,Low,Rice,No,Black,Large,Yes,High,Medium,Crop Insurance
26289,MP,Small,Medium,Wheat,Yes,Loamy,Marginal,No,Medium,High,Soil Health Card
26290,Bihar,Large,Medium,Soybean,Yes,Loamy,Marginal,Yes,Low,Medium,KCC
26291,MP,Small,Medium,Cotton,Yes,Black,Marginal,Yes,Low,Low,KCC
26292,UP,Large,Medium,Rice,No,Black,Large,Yes,Medium,Low,PMFBY
26293,MH,Large,Low,Rice,Yes,Clay,Marginal,Yes,Low,Medium,KCC
26294,UP,Medium,High,Cotton,Yes,Black,Small,Yes,Low,High,KCC
26295,MP,Small,Medium,Maize,No,Sandy,Medium,Yes,High,Medium,Soil Health Card
26296,Punjab,Medium,Medium,Maize,No,Black,Marginal,Yes,Medium,Low,PMFBY
26297,Punjab,Large,High,Rice,Yes,Loamy,Small,No,Medium,Low,Soil Health Card
26298,Punjab,Medium,Medium,Cotton,No,Sandy,Large,No,Low,High,PMFBY
26299,UP,Medium,High,Cotton,No,Black,Marginal,Yes,Medium,High,PMFBY
26300,Punjab,Medium,High,Soybean,No,Loamy,Small,No,Low,High,PMFBY
26301,UP,Small,Low,Wheat,Yes,Black,Marginal,No,Medium,High,PM-Kisan
26302,MH,Small,Medium,Cotton,No,Clay,Small,Yes,Medium,Low,PMFBY
26303,UP,Small,Medium,Cotton,No,Clay,Large,No,Medium,Low,PMFBY
26304,Bihar,Medium,Low,Rice,No,Clay,Large,No,Low,Low,PMFBY
26305,Punjab,Large,Medium,Maize,Yes,Black,Medium,Yes,Low,Medium,KCC
26306,Bihar,Small,High,Soybean,No,Black,Large,Yes,Medium,Low,PMFBY
26307,Punjab,Small,Medium,Rice,No,Black,Large,Yes,Low,High,PMFBY
26308,UP,Large,Low,Cotton,Yes,Clay,Large,Yes,Medium,Medium,Subsidy Scheme
26309,Punjab,Medium,Medium,Maize,No,Loamy,Marginal,Yes,Medium,Low,Crop Insurance
26310,UP,Small,Medium,Rice,Yes,Sandy,Small,No,High,Low,Organic Farming
26311,Punjab,Large,Low,Cotton,Yes,Loamy,Medium,Yes,Low,Low,KCC
26312,MH,Small,Low,Cotton,Yes,Clay,Medium,Yes,Low,Low,PM-Kisan
26313,UP,Small,High,Maize,No,Sandy,Small,Yes,Low,Low,PMFBY
26314,Punjab,Large,High,Soybean,No,Sandy,Medium,Yes,High,High,PMFBY
26315,UP,Medium,Low,Wheat,No,Loamy,Marginal,No,High,Medium,PMFBY
26316,Punjab,Small,High,Wheat,No,Black,Medium,No,High,High,Crop Insurance
26317,MH,Large,Low,Soybean,Yes,Loamy,Medium,Yes,High,High,KCC
26318,MP,Large,Low,Soybean,No,Loamy,Small,Yes,Low,Low,PMFBY
26319,Bihar,Small,Low,Soybean,No,Sandy,Small,No,Low,Medium,PM-Kisan
26320,UP,Large,Medium,Soybean,No,Black,Large,No,Medium,Low,PMFBY
26321,Punjab,Medium,Medium,Wheat,No,Sandy,Marginal,No,Low,High,PMFBY
26322,MP,Medium,Medium,Cotton,No,Loamy,Large,No,Low,High,PMFBY
26323,MP,Large,Low,Maize,No,Loamy,Medium,No,High,High,PMFBY
26324,Punjab,Large,Low,Maize,No,Black,Large,Yes,High,Low,PMFBY
26325,Bihar,Medium,High,Cotton,No,Loamy,Medium,Yes,High,Medium,PMFBY
26326,UP,Large,High,Cotton,No,Loamy,Small,Yes,High,Medium,PMFBY
26327,Bihar,Small,High,Wheat,Yes,Sandy,Marginal,No,Low,Low,Soil Health Card
26328,Bihar,Medium,Medium,Cotton,No,Clay,Medium,Yes,Low,Medium,PMFBY
26329,Bihar,Small,High,Wheat,Yes,Clay,Medium,Yes,Medium,High,KCC
26330,Punjab,Large,Medium,Wheat,No,Sandy,Large,No,Medium,Medium,PMFBY
26331,UP,Large,High,Soybean,Yes,Black,Small,Yes,Medium,Low,KCC
26332,Punjab,Medium,Medium,Cotton,No,Clay,Marginal,No,Low,Medium,PMFBY
26333,Punjab,Large,Low,Rice,No,Black,Small,Yes,Medium,Medium,Crop Insurance
26334,MH,Small,Medium,Cotton,No,Loamy,Marginal,No,High,Low,PMFBY
26335,Bihar,Large,High,Wheat,Yes,Sandy,Medium,No,High,Low,Soil Health Card
26336,MH,Small,High,Maize,No,Sandy,Medium,No,Low,Medium,PMFBY
26337,MP,Large,Low,Maize,Yes,Loamy,Small,No,High,Medium,Organic Farming
26338,Bihar,Small,Medium,Soybean,Yes,Loamy,Small,No,High,High,Soil Health Card
26339,MP,Small,Medium,Cotton,Yes,Black,Medium,No,High,Low,Farm Mechanization
26340,MH,Medium,High,Rice,No,Loamy,Marginal,No,Low,High,PMFBY
26341,UP,Small,High,Maize,Yes,Clay,Marginal,No,Medium,Low,Farmer Training
26342,Punjab,Small,High,Cotton,No,Loamy,Medium,Yes,Medium,Low,PMFBY
26343,MH,Large,Low,Cotton,Yes,Loamy,Marginal,No,Low,High,Organic Farming
26344,UP,Large,Medium,Rice,No,Sandy,Marginal,Yes,Medium,Medium,Crop Insurance
26345,UP,Large,High,Rice,No,Sandy,Large,Yes,High,High,Organic Farming
26346,Punjab,Medium,High,Cotton,No,Clay,Marginal,No,Low,Medium,PMFBY
26347,MH,Large,High,Maize,Yes,Clay,Marginal,No,Low,Medium,Organic Farming
26348,MP,Medium,Medium,Wheat,Yes,Black,Small,Yes,High,High,KCC
26349,UP,Large,Low,Wheat,No,Loamy,Small,No,Medium,Low,PMFBY
26350,Punjab,Medium,Low,Wheat,No,Sandy,Small,Yes,Low,High,PMFBY
26351,Punjab,Medium,Low,Rice,No,Loamy,Large,No,High,Medium,PMFBY
26352,MH,Medium,Low,Maize,No,Loamy,Medium,Yes,Low,Medium,PMFBY
26353,UP,Small,Medium,Maize,Yes,Sandy,Small,Yes,High,Medium,KCC
26354,UP,Large,Medium,Soybean,Yes,Sandy,Small,Yes,Medium,High,KCC
26355,Bihar,Large,High,Maize,Yes,Clay,Marginal,Yes,High,Low,KCC
26356,MH,Medium,Medium,Maize,No,Loamy,Marginal,Yes,High,High,Crop Insurance
26357,Bihar,Large,High,Rice,Yes,Loamy,Medium,No,High,Medium,Organic Farming
26358,MH,Small,High,Rice,Yes,Sandy,Marginal,Yes,High,Medium,KCC
26359,Bihar,Small,Medium,Rice,Yes,Clay,Large,No,High,Medium,Soil Health Card
26360,UP,Medium,Medium,Maize,Yes,Loamy,Medium,Yes,High,High,KCC
26361,MP,Large,High,Maize,No,Sandy,Medium,Yes,Low,High,PMFBY
26362,Punjab,Medium,High,Wheat,No,Loamy,Marginal,Yes,Medium,Low,PMFBY
26363,Bihar,Small,Medium,Maize,Yes,Clay,Marginal,Yes,Medium,Low,KCC
26364,Bihar,Medium,Medium,Maize,Yes,Sandy,Marginal,Yes,Low,High,Subsidy Scheme
26365,MP,Large,Low,Wheat,Yes,Loamy,Large,No,High,Medium,Soil Health Card
26366,Punjab,Small,High,Soybean,Yes,Clay,Marginal,No,Low,Medium,Organic Farming
26367,UP,Large,Medium,Maize,No,Clay,Medium,Yes,Medium,Medium,PMFBY
26368,Punjab,Medium,Low,Soybean,Yes,Clay,Small,Yes,High,Medium,KCC
26369,Bihar,Small,High,Maize,No,Black,Small,Yes,Low,High,Crop Insurance
26370,Punjab,Large,High,Soybean,Yes,Clay,Medium,Yes,Medium,Medium,KCC
26371,MP,Large,High,Soybean,Yes,Black,Large,No,Low,High,PMFBY
26372,MP,Medium,High,Rice,No,Clay,Medium,No,Medium,Medium,PMFBY
26373,Bihar,Large,High,Maize,Yes,Black,Small,No,Low,High,Organic Farming
26374,Bihar,Medium,Medium,Wheat,No,Clay,Medium,Yes,Medium,Medium,PMFBY
26375,Bihar,Large,Low,Wheat,Yes,Black,Small,Yes,High,Low,Subsidy Scheme
26376,UP,Medium,High,Rice,No,Loamy,Marginal,No,Medium,Low,Crop Insurance
26377,Bihar,Medium,High,Cotton,Yes,Loamy,Large,No,Low,Medium,Soil Health Card
26378,Punjab,Small,High,Maize,No,Clay,Marginal,No,Low,High,PMFBY
26379,UP,Medium,High,Soybean,Yes,Clay,Large,Yes,Medium,Low,KCC
26380,MP,Small,High,Rice,Yes,Black,Small,No,Low,Low,Farmer Training
26381,UP,Large,Medium,Maize,Yes,Sandy,Medium,Yes,High,High,KCC
26382,MH,Large,Medium,Soybean,No,Black,Medium,Yes,Low,Low,PMFBY
26383,MP,Large,Medium,Rice,No,Black,Small,Yes,Low,High,PMFBY
26384,UP,Small,Low,Rice,Yes,Black,Marginal,Yes,Low,Low,PM-Kisan
26385,MH,Medium,Low,Rice,Yes,Black,Small,No,Medium,Medium,Subsidy Scheme
26386,UP,Large,Medium,Wheat,No,Black,Marginal,Yes,Medium,High,PMFBY
26387,MH,Medium,High,Rice,No,Black,Medium,No,High,Low,PMFBY
26388,UP,Medium,Low,Soybean,Yes,Clay,Small,No,Low,Low,Farmer Training
26389,Bihar,Large,High,Wheat,Yes,Black,Large,Yes,Medium,High,KCC
26390,Bihar,Large,Medium,Maize,No,Sandy,Small,No,High,Medium,PMFBY
26391,Bihar,Small,Low,Maize,No,Sandy,Large,No,Low,Medium,PM-Kisan
26392,MP,Small,High,Maize,Yes,Sandy,Medium,No,High,High,Soil Health Card
26393,UP,Medium,Low,Maize,Yes,Sandy,Large,Yes,High,High,KCC
26394,Punjab,Small,Low,Soybean,Yes,Clay,Small,No,Medium,Low,PM-Kisan
26395,MP,Large,Medium,Soybean,Yes,Clay,Marginal,Yes,Low,Medium,KCC
26396,MP,Large,Medium,Wheat,No,Sandy,Marginal,Yes,Medium,Medium,PMFBY
26397,UP,Medium,Low,Wheat,No,Clay,Medium,No,High,Low,Crop Insurance
26398,MP,Large,Medium,Rice,Yes,Loamy,Marginal,No,Medium,High,Soil Health Card
26399,MP,Large,Low,Rice,No,Black,Marginal,No,Low,High,Crop Insurance
26400,Punjab,Medium,Low,Soybean,Yes,Loamy,Large,Yes,Low,Low,KCC
26401,Bihar,Small,Medium,Cotton,No,Black,Large,Yes,High,Medium,PMFBY
26402,MP,Large,High,Rice,Yes,Clay,Medium,No,Medium,High,Crop Insurance
26403,MP,Large,Medium,Wheat,Yes,Black,Marginal,Yes,Medium,High,KCC
26404,Bihar,Small,Medium,Rice,Yes,Sandy,Marginal,No,High,High,Soil Health Card
26405,Punjab,Large,Medium,Rice,Yes,Loamy,Small,No,Medium,Low,Soil Health Card
26406,MP,Large,Low,Maize,Yes,Black,Medium,No,Medium,Low,Farm Mechanization
26407,MH,Small,Medium,Rice,Yes,Loamy,Marginal,Yes,Low,Medium,KCC
26408,MH,Medium,Low,Maize,Yes,Loamy,Large,Yes,Low,High,KCC
26409,MP,Medium,Low,Cotton,Yes,Black,Medium,Yes,High,High,KCC
26410,MH,Medium,Low,Maize,No,Black,Large,No,High,High,PMFBY
26411,MH,Medium,Low,Cotton,Yes,Clay,Small,No,Low,High,Subsidy Scheme
26412,MP,Large,Low,Cotton,Yes,Black,Marginal,No,Medium,Low,PMFBY
26413,MH,Small,Medium,Wheat,Yes,Clay,Medium,No,Medium,High,Irrigation Subsidy
26414,UP,Large,Low,Maize,Yes,Sandy,Large,No,High,Low,Soil Health Card
26415,UP,Large,Medium,Maize,No,Black,Large,Yes,Medium,Medium,PMFBY
26416,Punjab,Small,Low,Maize,No,Clay,Medium,Yes,Medium,Low,Subsidy Scheme
26417,UP,Small,High,Cotton,Yes,Clay,Marginal,Yes,Medium,High,KCC
26418,Bihar,Small,Low,Wheat,No,Sandy,Marginal,Yes,Medium,Low,PM-Kisan
26419,MP,Large,High,Rice,Yes,Clay,Small,No,Low,Medium,Irrigation Subsidy
26420,MP,Medium,High,Soybean,Yes,Loamy,Medium,Yes,Low,High,Subsidy Scheme
26421,MH,Large,High,Rice,Yes,Clay,Marginal,No,High,High,PMFBY
26422,MP,Small,Low,Wheat,No,Loamy,Medium,Yes,High,High,PM-Kisan
26423,MP,Large,Medium,Rice,No,Sandy,Small,No,High,High,Crop Insurance
26424,MH,Large,Low,Wheat,No,Clay,Small,Yes,Medium,High,PMFBY
26425,Bihar,Medium,Medium,Rice,No,Sandy,Small,Yes,Low,Medium,Crop Insurance
26426,Punjab,Large,Low,Maize,No,Clay,Medium,No,Medium,High,PMFBY
26427,Punjab,Large,Low,Wheat,No,Sandy,Medium,Yes,High,High,PMFBY
26428,Bihar,Large,Low,Soybean,Yes,Sandy,Small,Yes,Low,High,KCC
26429,UP,Medium,High,Maize,Yes,Loamy,Large,No,Medium,Low,Organic Farming
26430,MH,Small,Low,Soybean,Yes,Clay,Small,No,High,Medium,PM-Kisan
26431,MH,Small,High,Maize,Yes,Loamy,Small,No,High,Low,Organic Farming
26432,MH,Large,Low,Soybean,Yes,Loamy,Small,Yes,High,Low,Subsidy Scheme
26433,Punjab,Small,High,Maize,Yes,Sandy,Small,Yes,High,Low,KCC
26434,Punjab,Large,Low,Soybean,Yes,Black,Small,No,Low,High,Subsidy Scheme
26435,MH,Large,High,Maize,No,Clay,Small,No,High,Low,PMFBY
26436,MP,Large,Medium,Soybean,No,Sandy,Small,Yes,Low,Medium,PMFBY
26437,UP,Small,Medium,Maize,No,Loamy,Large,Yes,Medium,High,PMFBY
26438,MP,Small,Medium,Wheat,Yes,Sandy,Marginal,No,Medium,High,Organic Farming
26439,Bihar,Large,Medium,Cotton,No,Black,Large,No,Medium,Low,PMFBY
26440,UP,Small,High,Soybean,Yes,Loamy,Large,No,High,High,Soil Health Card
26441,MP,Small,High,Wheat,Yes,Black,Large,No,High,High,Farm Mechanization
26442,MP,Large,Medium,Cotton,No,Sandy,Marginal,Yes,High,High,PMFBY
26443,Punjab,Small,Medium,Cotton,No,Black,Small,Yes,High,Low,PMFBY
26444,Bihar,Large,Low,Rice,No,Black,Marginal,Yes,Low,High,PMFBY
26445,Bihar,Medium,High,Rice,Yes,Loamy,Small,Yes,Medium,High,KCC
26446,MH,Medium,Low,Wheat,Yes,Sandy,Large,No,High,Medium,Soil Health Card
26447,Punjab,Medium,Low,Wheat,No,Loamy,Medium,Yes,Medium,High,Crop Insurance
26448,Punjab,Large,Medium,Cotton,Yes,Black,Medium,No,Medium,Medium,Farm Mechanization
26449,UP,Small,Medium,Rice,Yes,Loamy,Small,Yes,Medium,Low,KCC
26450,UP,Small,Low,Soybean,Yes,Loamy,Marginal,Yes,Medium,Low,Irrigation Subsidy
26451,Punjab,Small,High,Cotton,No,Loamy,Marginal,No,Low,Medium,Crop Insurance
26452,Punjab,Small,High,Cotton,No,Sandy,Large,No,Low,Low,Crop Insurance
26453,Bihar,Medium,Low,Maize,Yes,Clay,Large,Yes,Medium,Low,KCC
26454,MP,Small,Low,Maize,No,Clay,Marginal,No,High,High,PM-Kisan
26455,UP,Medium,Medium,Soybean,Yes,Loamy,Medium,No,High,High,Soil Health Card
26456,UP,Medium,Medium,Cotton,No,Loamy,Medium,Yes,High,Medium,Crop Insurance
26457,MH,Medium,High,Maize,Yes,Black,Small,Yes,Low,Medium,Subsidy Scheme
26458,MH,Small,Medium,Rice,No,Loamy,Marginal,No,Low,Medium,Crop Insurance
26459,MP,Small,Low,Rice,No,Loamy,Small,Yes,Low,Low,Subsidy Scheme
26460,MP,Large,Medium,Cotton,No,Black,Medium,No,Medium,Low,PMFBY
26461,Bihar,Large,Medium,Soybean,No,Black,Small,Yes,Medium,High,PMFBY
26462,Punjab,Medium,Low,Soybean,Yes,Clay,Marginal,No,Medium,Medium,Subsidy Scheme
26463,UP,Large,Medium,Cotton,No,Loamy,Medium,No,Medium,Low,PMFBY
26464,UP,Large,High,Cotton,No,Black,Marginal,No,Low,High,PMFBY
26465,Punjab,Large,Medium,Maize,No,Loamy,Small,No,High,Medium,PMFBY
26466,Punjab,Small,Medium,Maize,No,Loamy,Medium,No,Medium,High,PMFBY
26467,Punjab,Large,Low,Soybean,Yes,Clay,Small,No,Medium,High,Subsidy Scheme
26468,UP,Medium,High,Rice,Yes,Sandy,Medium,Yes,Medium,Medium,KCC
26469,Punjab,Large,Medium,Maize,No,Loamy,Medium,No,Low,High,PM-Kisan
26470,Bihar,Large,Low,Soybean,No,Sandy,Small,No,Low,Medium,PM-Kisan
26471,MH,Small,Medium,Wheat,Yes,Clay,Large,No,High,Medium,Farm Mechanization
26472,MH,Medium,High,Soybean,No,Clay,Large,No,High,High,Crop Insurance
26473,MP,Large,Low,Maize,No,Clay,Medium,No,Medium,Medium,PMFBY
26474,Punjab,Large,High,Maize,No,Sandy,Small,Yes,Medium,Medium,PMFBY
26475,Punjab,Medium,High,Maize,No,Sandy,Marginal,No,Low,Medium,PMFBY
26476,MP,Medium,High,Wheat,No,Sandy,Small,No,Low,Medium,PMFBY
26477,UP,Large,High,Wheat,No,Sandy,Large,Yes,Medium,Medium,PMFBY
26478,MH,Medium,Low,Cotton,No,Loamy,Small,No,Medium,Low,PMFBY
26479,UP,Medium,Low,Soybean,No,Clay,Medium,Yes,Medium,Low,PMFBY
26480,MP,Medium,Medium,Maize,No,Clay,Small,Yes,Medium,Low,Crop Insurance
26481,MP,Medium,Low,Maize,No,Sandy,Marginal,Yes,High,High,Crop Insurance
26482,UP,Large,High,Maize,Yes,Clay,Small,Yes,Medium,Medium,KCC
26483,UP,Large,High,Rice,Yes,Sandy,Large,Yes,Low,Low,KCC
26484,MP,Medium,High,Cotton,No,Loamy,Small,No,High,Medium,PMFBY
26485,Punjab,Large,Medium,Rice,No,Black,Medium,No,Low,Medium,PMFBY
26486,MP,Medium,High,Rice,Yes,Sandy,Large,No,High,Low,Organic Farming
26487,MH,Large,Medium,Wheat,Yes,Black,Large,No,High,Medium,Farm Mechanization
26488,MP,Large,Medium,Cotton,Yes,Clay,Marginal,No,High,Medium,PMFBY
26489,UP,Medium,High,Maize,No,Sandy,Large,No,High,Low,Crop Insurance
26490,UP,Medium,Medium,Maize,Yes,Clay,Small,Yes,Low,High,KCC
26491,MP,Large,Medium,Cotton,No,Clay,Large,No,High,Low,Crop Insurance
26492,MP,Large,Medium,Wheat,Yes,Loamy,Large,No,High,High,Soil Health Card
26493,MH,Medium,High,Soybean,No,Clay,Medium,No,Low,High,PMFBY
26494,MP,Large,High,Wheat,No,Loamy,Marginal,No,Low,Low,PMFBY
26495,MH,Large,High,Wheat,No,Clay,Small,Yes,Low,High,PMFBY
26496,Bihar,Small,Medium,Wheat,No,Clay,Small,No,Low,High,PMFBY
26497,MH,Small,High,Maize,No,Black,Small,No,High,Medium,PMFBY
26498,UP,Small,Medium,Soybean,Yes,Loamy,Small,Yes,Low,High,KCC
26499,Punjab,Small,Medium,Maize,Yes,Clay,Large,No,Low,High,Farm Mechanization
26500,Punjab,Large,High,Wheat,No,Sandy,Large,Yes,High,High,PMFBY
26501,Punjab,Medium,Low,Wheat,Yes,Clay,Small,Yes,High,High,KCC
26502,Punjab,Large,Medium,Rice,Yes,Sandy,Small,Yes,Medium,Low,KCC
26503,Bihar,Medium,Low,Maize,Yes,Sandy,Medium,No,Low,High,Organic Farming
26504,MP,Medium,Low,Soybean,Yes,Black,Medium,No,High,Medium,Farm Mechanization
26505,Bihar,Medium,Medium,Soybean,No,Clay,Marginal,Yes,High,Medium,PMFBY
26506,Punjab,Medium,Low,Wheat,No,Black,Marginal,Yes,High,Medium,Crop Insurance
26507,MP,Medium,High,Cotton,No,Black,Small,No,High,Low,PMFBY
26508,UP,Large,Medium,Soybean,No,Sandy,Large,No,Medium,Medium,PMFBY
26509,Bihar,Large,High,Cotton,No,Loamy,Large,No,Low,High,PMFBY
26510,Punjab,Small,Low,Soybean,Yes,Sandy,Medium,No,High,Low,Subsidy Scheme
26511,Punjab,Large,Medium,Soybean,Yes,Clay,Marginal,No,Medium,Low,Farmer Training
26512,UP,Small,High,Soybean,Yes,Clay,Large,Yes,Medium,High,KCC
26513,MP,Small,High,Rice,Yes,Clay,Marginal,No,Low,Low,Farmer Training
26514,MH,Small,Low,Soybean,Yes,Black,Marginal,Yes,Medium,Medium,PM-Kisan
26515,MH,Large,Medium,Cotton,No,Sandy,Small,No,High,Medium,PMFBY
26516,UP,Medium,Medium,Maize,No,Clay,Small,Yes,Medium,Medium,PMFBY
26517,MH,Medium,Medium,Wheat,Yes,Loamy,Marginal,No,Medium,High,Soil Health Card
26518,MP,Large,High,Maize,Yes,Black,Marginal,Yes,Medium,Medium,KCC
26519,Punjab,Medium,Medium,Wheat,No,Sandy,Marginal,No,Low,High,PMFBY
26520,UP,Small,High,Cotton,No,Sandy,Small,No,Low,Medium,PMFBY
26521,Bihar,Medium,High,Maize,No,Clay,Medium,No,Low,Medium,PMFBY
26522,MP,Small,Medium,Soybean,No,Loamy,Marginal,Yes,Low,Low,PMFBY
26523,Punjab,Small,Low,Wheat,Yes,Loamy,Marginal,Yes,Low,High,PM-Kisan
26524,UP,Large,High,Soybean,No,Black,Small,No,Low,High,KCC
26525,MP,Small,High,Cotton,Yes,Clay,Marginal,No,Low,Medium,PMFBY
26526,MP,Medium,Medium,Cotton,No,Clay,Marginal,No,High,High,PMFBY
26527,Punjab,Large,Low,Wheat,No,Loamy,Large,No,High,Low,PMFBY
26528,UP,Large,Low,Cotton,No,Black,Medium,Yes,Medium,High,PMFBY
26529,Bihar,Medium,High,Wheat,Yes,Sandy,Small,No,Low,Medium,Soil Health Card
26530,UP,Medium,Medium,Soybean,Yes,Black,Small,No,High,High,PMFBY
26531,UP,Large,Medium,Rice,No,Sandy,Marginal,Yes,Medium,High,PMFBY
26532,MH,Medium,Low,Cotton,No,Clay,Marginal,Yes,Low,High,PMFBY
26533,MP,Small,High,Wheat,No,Loamy,Large,No,Low,High,PMFBY
26534,MH,Medium,Low,Soybean,Yes,Clay,Large,Yes,Low,Low,KCC
26535,MH,Small,High,Maize,No,Black,Small,No,High,Low,PMFBY
26536,Punjab,Medium,Low,Wheat,No,Loamy,Small,Yes,Low,High,PMFBY
26537,MP,Medium,Medium,Rice,No,Sandy,Marginal,No,High,High,Crop Insurance
26538,Punjab,Medium,Low,Soybean,No,Sandy,Medium,No,Low,Medium,PMFBY
26539,MH,Medium,Low,Rice,No,Black,Marginal,Yes,Medium,High,PMFBY
26540,UP,Medium,High,Maize,Yes,Black,Small,No,High,Medium,Crop Insurance
26541,MH,Large,High,Maize,Yes,Clay,Marginal,No,Medium,Medium,Organic Farming
26542,MP,Medium,High,Maize,No,Sandy,Medium,Yes,Low,Medium,Crop Insurance
26543,Bihar,Small,Medium,Rice,No,Loamy,Small,No,Medium,Medium,PMFBY
26544,Bihar,Medium,Medium,Wheat,No,Sandy,Large,Yes,High,Low,Crop Insurance
26545,MP,Large,High,Rice,Yes,Sandy,Marginal,No,Medium,High,Soil Health Card
26546,UP,Medium,Medium,Maize,No,Black,Marginal,No,High,Medium,Crop Insurance
26547,UP,Large,High,Cotton,Yes,Loamy,Large,No,Medium,Low,Organic Farming
26548,Punjab,Large,High,Wheat,No,Sandy,Large,Yes,Low,High,PMFBY
26549,Bihar,Medium,High,Rice,No,Clay,Small,No,Medium,Medium,PMFBY
26550,MP,Medium,Low,Rice,No,Clay,Marginal,No,Low,Low,Crop Insurance
26551,Bihar,Large,High,Cotton,No,Sandy,Large,No,Medium,High,PMFBY
26552,MH,Large,Medium,Maize,No,Loamy,Marginal,No,Low,Low,PMFBY
26553,UP,Large,Medium,Wheat,Yes,Sandy,Medium,No,Medium,Low,Soil Health Card
26554,MH,Small,Medium,Maize,Yes,Loamy,Medium,Yes,Medium,Medium,KCC
26555,MH,Medium,Medium,Soybean,Yes,Clay,Medium,No,Medium,High,Farm Mechanization
26556,Punjab,Large,Medium,Soybean,No,Loamy,Marginal,No,High,Medium,Crop Insurance
26557,MH,Medium,Medium,Wheat,No,Sandy,Medium,Yes,Low,High,PMFBY
26558,UP,Medium,Low,Rice,No,Black,Small,Yes,Low,Low,PMFBY
26559,MP,Small,Low,Rice,No,Loamy,Medium,No,Medium,Medium,PM-Kisan
26560,MH,Medium,High,Maize,No,Loamy,Small,No,High,High,PMFBY
26561,MH,Medium,Low,Rice,No,Loamy,Medium,No,High,Low,Crop Insurance
26562,Punjab,Medium,Low,Rice,Yes,Loamy,Marginal,No,Low,Medium,Soil Health Card
26563,MP,Large,Low,Soybean,No,Black,Small,Yes,Low,Low,PMFBY
26564,MH,Medium,High,Soybean,Yes,Sandy,Medium,Yes,Medium,Low,KCC
26565,Punjab,Large,High,Soybean,Yes,Loamy,Medium,Yes,Low,Low,KCC
26566,UP,Large,Medium,Cotton,No,Black,Marginal,Yes,Low,Low,PMFBY
26567,UP,Small,High,Rice,Yes,Loamy,Large,No,Medium,High,Soil Health Card
26568,UP,Medium,High,Wheat,No,Black,Large,Yes,High,Low,PMFBY
26569,Punjab,Small,High,Cotton,No,Black,Marginal,No,High,Low,PMFBY
26570,MH,Large,High,Wheat,Yes,Loamy,Large,Yes,Low,Low,KCC
26571,MP,Medium,Low,Soybean,Yes,Loamy,Large,No,Low,Low,Soil Health Card
26572,UP,Large,Medium,Wheat,Yes,Clay,Small,Yes,Low,Medium,KCC
26573,UP,Medium,Low,Rice,Yes,Clay,Large,No,High,High,Farm Mechanization
26574,Punjab,Large,High,Cotton,Yes,Black,Medium,Yes,Low,High,KCC
26575,MP,Medium,Medium,Soybean,Yes,Sandy,Marginal,No,Low,High,Soil Health Card
26576,Punjab,Medium,High,Wheat,No,Black,Small,No,High,Low,PMFBY
26577,UP,Medium,High,Cotton,No,Clay,Marginal,Yes,High,Medium,PMFBY
26578,UP,Small,Medium,Rice,No,Loamy,Medium,Yes,Medium,Medium,PMFBY
26579,Punjab,Medium,Low,Rice,No,Loamy,Large,Yes,High,Low,Crop Insurance
26580,Punjab,Medium,High,Rice,Yes,Loamy,Small,No,High,High,Soil Health Card
26581,Bihar,Medium,Low,Maize,No,Sandy,Medium,Yes,High,Medium,PMFBY
26582,MH,Large,Low,Rice,No,Loamy,Medium,Yes,Low,High,PMFBY
26583,MP,Small,Low,Wheat,Yes,Black,Medium,No,Low,High,PM-Kisan
26584,UP,Large,High,Cotton,Yes,Black,Large,No,Medium,Medium,Farm Mechanization
26585,MP,Large,Low,Soybean,Yes,Clay,Marginal,Yes,Medium,Medium,KCC
26586,MP,Large,High,Cotton,No,Clay,Small,No,Medium,Low,PMFBY
26587,MH,Medium,High,Rice,Yes,Sandy,Marginal,Yes,High,Medium,KCC
26588,Bihar,Small,Low,Rice,Yes,Black,Medium,Yes,Medium,High,Subsidy Scheme
26589,MH,Medium,High,Rice,Yes,Sandy,Large,Yes,Medium,Medium,KCC
